MARCA,MODELO,TRANSMISSAO,TP_COMBUSTIVEL,MOTO_SIZE,ANO,QUILOMETRAGEM,PRECO
FORD, Fiesta,Manual,Gasolina,1,2013,21834,6995000
FORD, Tourneo Custom,Manual,Gasoléo,2,2019,1410,26922000
FORD, Focus,Manual,Gasoléo,1.5,2016,34297,10250000
FORD, Fiesta,Manual,Gasolina,1.6,2017,15067,13300000
FORD, Fiesta,Manual,Gasolina,1,2017,14500,10990000
FORD, Fiesta,Automático,Gasolina,1.6,2016,14000,9490000
FORD, Ka+,Manual,Gasolina,1.2,2018,6700,9990000
FORD, Fiesta,Manual,Gasolina,1.6,2016,15989,10990000
FORD, Fiesta,Manual,Gasolina,1.1,2017,8660,8880000
FORD, Kuga,Manual,Gasoléo,2,2016,21866,12600000
FORD, Focus,Manual,Gasolina,2,2017,7390,18777000
FORD, Fiesta,Manual,Gasolina,1.2,2014,49620,6100000
FORD, Fiesta,Manual,Gasolina,1,2018,15223,10150000
FORD, Fiesta,Manual,Gasolina,1.2,2015,24678,8000000
FORD, Fiesta,Manual,Gasolina,1,2019,796,17000000
FORD, Mustang,Semi-Auto,Gasolina,5,2019,678,41000000
FORD, EcoSport,Manual,Gasolina,1,2018,2605,14990000
FORD, Fiesta,Semi-Auto,Gasolina,1.6,2013,53141,6361000
FORD, Fiesta,Semi-Auto,Gasolina,1,2014,25211,7500000
FORD, B-MAX,Semi-Auto,Gasolina,1.6,2017,20348,10500000
FORD, Fiesta,Manual,Gasolina,1,2017,28099,10500000
FORD, Edge,Manual,Gasoléo,2,2017,23577,19500000
FORD, Fiesta,Manual,Gasolina,1,2016,23004,9500000
FORD, Mondeo,Manual,Gasoléo,2,2019,7,19500000
FORD, Fiesta,Manual,Gasolina,1,2019,2162,14700000
FORD, Fiesta,Manual,Gasolina,1.2,2013,48622,5850000
FORD, EcoSport,Manual,Gasolina,1,2019,3631,14800000
FORD, Fiesta,Manual,Gasolina,1,2013,49138,7000000
FORD, Focus,Manual,Gasoléo,1.6,2013,69498,5700000
FORD, Focus,Manual,Gasoléo,1.5,2017,21934,11800000
FORD, Fiesta,Manual,Gasolina,1,2017,10633,10000000
FORD, Fiesta,Manual,Gasolina,1,2017,22402,9850000
FORD, Kuga,Manual,Gasoléo,2,2019,1005,20500000
FORD, C-MAX,Manual,Gasoléo,2,2014,41261,9000000
FORD, Fiesta,Manual,Gasolina,1,2017,24321,9500000
FORD, Fiesta,Manual,Gasolina,1,2017,23160,11000000
FORD, Fiesta,Manual,Gasolina,1,2018,7225,11500000
FORD, C-MAX,Manual,Gasolina,1,2017,12753,11250000
FORD, Fiesta,Manual,Gasolina,1,2019,14839,13500000
FORD, Ka+,Manual,Gasolina,1.2,2017,25051,9000000
FORD, Fiesta,Manual,Gasolina,1,2018,12000,11000000
FORD, Grand C-MAX,Manual,Gasoléo,1.5,2017,37124,10750000
FORD, EcoSport,Manual,Gasolina,1,2018,26372,14000000
FORD, EcoSport,Manual,Gasoléo,1.5,2019,816,16000000
FORD, EcoSport,Manual,Gasolina,1,2019,14238,15750000
FORD, Fiesta,Manual,Gasolina,1,2017,10854,12000000
FORD, Focus,Automático,Gasoléo,2,2019,953,20500000
FORD, Kuga,Manual,Gasoléo,2,2019,13695,19750000
FORD, Fiesta,Manual,Gasolina,1,2017,16730,9850000
FORD, B-MAX,Manual,Gasoléo,1.6,2015,38602,7600000
FORD, Kuga,Manual,Gasoléo,1.5,2017,20949,15500000
FORD, Fiesta,Manual,Gasolina,1,2019,14165,13250000
FORD, C-MAX,Manual,Gasoléo,1.5,2016,18213,10150000
FORD, Fiesta,Manual,Gasolina,1,2016,7112,9650000
FORD, EcoSport,Manual,Gasolina,1,2018,18534,15000000
FORD, EcoSport,Manual,Gasolina,1,2018,9247,15200000
FORD, Fiesta,Manual,Gasolina,1,2017,24594,10250000
FORD, Fiesta,Manual,Gasolina,1,2018,9948,11850000
FORD, Ka+,Manual,Gasolina,1.2,2019,5870,11150000
FORD, Focus,Manual,Gasoléo,2,2016,32643,13500000
FORD, Kuga,Manual,Gasoléo,2,2017,13193,16250000
FORD, Fiesta,Manual,Gasolina,1,2018,10577,11000000
FORD, EcoSport,Manual,Gasolina,1,2018,14730,14600000
FORD, Focus,Manual,Gasolina,1,2017,5063,11295000
FORD, Fiesta,Manual,Gasolina,1,2017,16129,9295000
FORD, Fiesta,Manual,Gasolina,1,2017,16182,9295000
FORD, Grand C-MAX,Manual,Gasolina,1,2017,45435,11000000
FORD, Fiesta,Manual,Gasolina,1,2013,47093,7500000
FORD, Fiesta,Manual,Gasolina,1.6,2017,33830,12500000
FORD, Fiesta,Manual,Gasolina,1,2020,627,17000000
FORD, B-MAX,Manual,Gasolina,1,2015,27501,8500000
FORD, EcoSport,Manual,Gasolina,1,2016,16602,10000000
FORD, Mondeo,Manual,Gasoléo,2,2020,10,20000000
FORD, Galaxy,Semi-Auto,Gasoléo,2,2017,46761,18200000
FORD, Focus,Manual,Gasolina,1,2014,60852,6770000
FORD, Focus,Manual,Gasoléo,1.5,2017,3184,12790000
FORD, Focus,Semi-Auto,Gasolina,1,2018,5315,12350000
FORD, Fiesta,Manual,Gasolina,1,2016,22762,9180000
FORD, Kuga,Manual,Gasolina,1.5,2017,16490,16540000
FORD, Ka+,Manual,Gasolina,1.2,2019,2000,9490000
FORD, Fiesta,Manual,Gasolina,1.6,2016,53000,9990000
FORD, C-MAX,Manual,Gasoléo,1.5,2018,12100,12890000
FORD, Kuga,Manual,Gasoléo,2,2015,30500,13890000
FORD, Fiesta,Manual,Gasolina,1,2018,17766,9750000
FORD, Fiesta,Manual,Gasolina,1.1,2018,10932,9500000
FORD, Fiesta,Manual,Gasolina,1,2018,22167,9600000
FORD, Fiesta,Manual,Gasolina,1,2018,11000,11500000
FORD, Fiesta,Manual,Gasolina,1,2017,21299,9250000
FORD, Fiesta,Manual,Gasolina,1,2017,13449,9700000
FORD, Fiesta,Manual,Gasolina,1,2018,9489,10000000
FORD, EcoSport,Automático,Gasolina,1,2019,2014,17600000
FORD, Fiesta,Manual,Gasolina,1,2017,23804,9000000
FORD, EcoSport,Manual,Gasolina,1,2018,25552,12129000
FORD, Kuga,Manual,Gasoléo,1.5,2018,11500,18400000
FORD, Fiesta,Manual,Gasolina,1,2019,11805,13900000
FORD, Focus,Manual,Gasolina,2.3,2019,1841,25000000
FORD, S-MAX,Manual,Gasoléo,2,2019,14082,23400000
FORD, EcoSport,Automático,Gasolina,1,2019,65,16500000
FORD, Edge,Manual,Gasoléo,2,2017,20306,20700000
FORD, Focus,Manual,Gasoléo,1.5,2017,24951,10000000
FORD, C-MAX,Automático,Gasoléo,1.5,2016,41344,9000000
FORD, Fiesta,Manual,Gasolina,1,2018,16888,11000000
FORD, Kuga,Automático,Gasolina,1.5,2016,25100,13490000
FORD, EcoSport,Manual,Gasoléo,1.5,2019,6700,14890000
FORD, Focus,Manual,Gasolina,1,2019,12300,17490000
FORD, Kuga,Automático,Gasolina,1.5,2019,7500,20490000
FORD, EcoSport,Manual,Gasolina,1,2019,6000,14490000
FORD, EcoSport,Manual,Gasolina,1,2020,650,17390000
FORD, Ka+,Manual,Gasolina,1.2,2017,15650,7190000
FORD, Focus,Manual,Gasolina,1,2019,500,19490000
FORD, Mustang,Automático,Gasolina,5,2016,18500,28490000
FORD, Focus,Automático,Gasolina,1.6,2013,44000,6000000
FORD, Fiesta,Manual,Gasolina,1,2015,32782,7250000
FORD, EcoSport,Manual,Gasolina,1,2016,17643,9189000
FORD, Focus,Manual,Gasolina,1.5,2018,8459,15789000
FORD, Focus,Manual,Gasolina,1.5,2018,8459,15789000
FORD, Focus,Automático,Gasolina,1.5,2016,25913,11989000
FORD, C-MAX,Manual,Gasoléo,1.5,2016,65569,7689000
FORD, Focus,Manual,Gasolina,1,2016,16160,9489000
FORD, Tourneo Custom,Manual,Gasoléo,2,2017,37950,19989000
FORD, Fiesta,Manual,Gasolina,1,2015,48612,6989000
FORD, Kuga,Manual,Gasoléo,2,2017,19333,15265000
FORD, Kuga,Manual,Gasoléo,2,2017,19333,15265000
FORD, Kuga,Manual,Gasoléo,2,2015,30466,13695000
FORD, Fiesta,Manual,Gasolina,1.1,2018,8015,10700000
FORD, Fiesta,Manual,Gasolina,1,2017,10385,9900000
FORD, Fiesta,Manual,Gasolina,1,2019,9223,13450000
FORD, S-MAX,Semi-Auto,Gasoléo,2,2017,54371,16200000
FORD, Focus,Manual,Gasolina,1,2019,6337,17000000
FORD, Fiesta,Manual,Gasolina,1,2017,19710,9300000
FORD, EcoSport,Semi-Auto,Gasolina,1,2019,1592,18990000
FORD, Fiesta,Manual,Gasolina,1.2,2017,23985,8495000
FORD, EcoSport,Manual,Gasolina,1,2018,12830,13995000
FORD, Fiesta,Manual,Gasolina,1,2019,2744,17995000
FORD, Focus,Manual,Gasolina,1,2018,16246,11995000
FORD, Fiesta,Manual,Gasolina,1,2016,22969,8495000
FORD, Fiesta,Manual,Gasolina,1,2017,15354,9495000
FORD, Focus,Manual,Gasoléo,1.5,2016,35286,9995000
FORD, Focus,Manual,Gasolina,2.3,2019,9125,27995000
FORD, Fiesta,Semi-Auto,Gasolina,1.6,2013,38000,7495000
FORD, Fiesta,Manual,Gasolina,1,2018,22980,12495000
FORD, Fiesta,Manual,Gasolina,1,2018,3105,10995000
FORD, Kuga,Manual,Gasoléo,1.5,2018,12660,17995000
FORD, EcoSport,Manual,Gasolina,1,2017,29750,10495000
FORD, Kuga,Manual,Gasoléo,2,2018,16112,19795000
FORD, Fiesta,Manual,Gasolina,1.1,2018,10181,9995000
FORD, Fiesta,Manual,Gasolina,1,2018,17519,11995000
FORD, Kuga,Manual,Gasoléo,2,2017,11156,15995000
FORD, Fiesta,Manual,Gasolina,1,2018,29923,11295000
FORD, Focus,Manual,Gasolina,1,2017,13459,11495000
FORD, Edge,Manual,Gasoléo,2,2017,27096,19650000
FORD, Ka+,Manual,Gasolina,1.2,2017,15629,8300000
FORD, EcoSport,Manual,Gasolina,1,2019,5294,17500000
FORD, Fiesta,Manual,Gasolina,1.2,2017,22471,9350000
FORD, EcoSport,Manual,Gasolina,1,2019,4811,16500000
FORD, Fiesta,Manual,Gasolina,1,2017,19147,9950000
FORD, Fiesta,Manual,Gasolina,1,2017,17300,9950000
FORD, Focus,Manual,Gasolina,1,2017,18479,11700000
FORD, Mondeo,Manual,Gasoléo,2,2019,32,19500000
FORD, Fiesta,Manual,Gasolina,1,2013,44000,6500000
FORD, EcoSport,Manual,Gasolina,1,2017,12266,11995000
FORD, Focus,Manual,Gasolina,1,2017,20958,11495000
FORD, Focus,Manual,Gasolina,1,2018,24344,16495000
FORD, Focus,Manual,Gasolina,2,2018,12589,18795000
FORD, Mondeo,Manual,Gasoléo,2,2020,10,20000000
FORD, Fiesta,Manual,Gasoléo,1.5,2015,18136,9800000
FORD, Kuga,Manual,Gasoléo,2,2019,1801,20000000
FORD, C-MAX,Manual,Gasolina,1.6,2018,11101,12000000
FORD, Fiesta,Manual,Gasolina,1,2018,27822,10500000
FORD, Fiesta,Manual,Gasolina,1,2016,35270,9500000
FORD, Fiesta,Manual,Gasolina,1.2,2016,58500,7000000
FORD, Mondeo,Manual,Gasoléo,2,2019,29,20000000
FORD, Mondeo,Manual,Gasoléo,2,2019,31,20000000
FORD, Mondeo,Manual,Gasoléo,2,2019,10,20000000
FORD, B-MAX,Manual,Gasolina,1,2013,54321,6272000
FORD, EcoSport,Manual,Gasolina,1,2017,9335,10450000
FORD, Fiesta,Manual,Gasolina,1,2019,8307,13000000
FORD, Fiesta,Manual,Gasolina,1,2019,7315,15000000
FORD, Fiesta,Manual,Gasolina,1,2018,17135,10995000
FORD, C-MAX,Manual,Gasoléo,1.5,2017,36185,10995000
FORD, Fiesta,Manual,Gasolina,1.2,2017,21783,8295000
FORD, Fiesta,Manual,Gasolina,1,2018,13800,10295000
FORD, Fiesta,Manual,Gasolina,1.1,2018,15835,9495000
FORD, Focus,Manual,Gasolina,1,2017,14716,9995000
FORD, Focus,Manual,Gasolina,1,2019,5668,17995000
FORD, Focus,Manual,Gasolina,1,2018,14233,12995000
FORD, Puma,Manual,Gasolina,1,2020,1543,21495000
FORD, Fiesta,Manual,Gasolina,1,2020,1732,19995000
FORD, Focus,Manual,Gasolina,1,2020,130,19995000
FORD, Focus,Manual,Gasoléo,1.5,2017,22081,11995000
FORD, Focus,Manual,Gasolina,1,2018,10020,12020000
FORD, Kuga,Manual,Gasoléo,2,2015,67709,11495000
FORD, Focus,Semi-Auto,Gasolina,1,2017,10106,12795000
FORD, Fiesta,Manual,Gasolina,1,2018,6128,12395000
FORD, Focus,Manual,Gasolina,1,2016,9750,9495000
FORD, Kuga,Semi-Auto,Gasoléo,2,2013,50000,10495000
FORD, B-MAX,Semi-Auto,Gasolina,1.6,2016,13144,9350000
FORD, Edge,Semi-Auto,Gasoléo,2,2017,42100,19695000
FORD, Kuga,Automático,Gasolina,1.5,2016,24300,15975000
FORD, Focus,Automático,Gasoléo,1.5,2018,15751,15475000
FORD, Galaxy,Manual,Gasoléo,2,2017,34206,18490000
FORD, EcoSport,Semi-Auto,Gasolina,1.5,2017,62152,9300000
FORD, Grand C-MAX,Manual,Gasolina,1,2017,22648,11400000
FORD, Focus,Manual,Gasolina,1,2017,17753,10000000
FORD, Fiesta,Manual,Gasolina,1,2015,20690,7900000
FORD, Mondeo,Manual,Gasoléo,1.5,2015,29980,10700000
FORD, Kuga,Manual,Gasoléo,2,2017,18487,16400000
FORD, B-MAX,Manual,Gasolina,1,2017,29679,9500000
FORD, Focus,Manual,Gasolina,1,2017,31767,10340000
FORD, Focus,Manual,Gasolina,1,2017,24035,10975000
FORD, Fiesta,Manual,Gasolina,1,2018,14100,10475000
FORD, Puma,Manual,Gasolina,1,2020,3000,22975000
FORD, Fiesta,Manual,Gasolina,1.1,2019,6752,11975000
FORD, Kuga,Manual,Gasoléo,2,2017,33800,17475000
FORD, Focus,Manual,Gasoléo,2,2017,24550,17475000
FORD, Fiesta,Manual,Gasolina,1,2017,20160,11475000
FORD, Focus,Manual,Gasolina,1,2019,6200,18975000
FORD, Fiesta,Semi-Auto,Gasolina,1,2016,20761,9475000
FORD, Focus,Manual,Gasoléo,1.5,2016,64918,7700000
FORD, Kuga,Semi-Auto,Gasoléo,1.5,2017,17776,15590000
FORD, Ka+,Manual,Gasolina,1.2,2018,30495,7695000
FORD, Fiesta,Manual,Gasolina,1,2017,21473,10995000
FORD, Focus,Manual,Gasolina,1,2018,10908,12695000
FORD, Fiesta,Semi-Auto,Gasolina,1,2017,42340,10750000
FORD, Kuga,Manual,Gasoléo,2,2017,25370,16050000
FORD, Fiesta,Manual,Gasolina,1,2017,52530,7290000
FORD, Fiesta,Manual,Gasolina,1.2,2013,45740,5490000
FORD, Fiesta,Manual,Gasolina,1,2018,28750,10100000
FORD, Fiesta,Manual,Gasolina,1,2018,31789,9860000
FORD, Fiesta,Manual,Gasolina,1,2018,26950,11580000
FORD, Fiesta,Manual,Gasolina,1,2018,24456,9440000
FORD, Fiesta,Manual,Gasolina,1,2016,15504,8600000
FORD, Focus,Manual,Gasoléo,1.5,2017,40412,10460000
FORD, Focus,Manual,Gasoléo,1.5,2018,15010,13195000
FORD, Fiesta,Semi-Auto,Gasolina,1,2017,16285,10195000
FORD, Fiesta,Manual,Gasoléo,1.5,2018,26900,12995000
FORD, B-MAX,Manual,Gasolina,1,2015,40981,7295000
FORD, Fiesta,Manual,Gasolina,1,2018,7675,16495000
FORD, Fiesta,Manual,Gasolina,1,2018,11172,13695000
FORD, Focus,Manual,Gasolina,1,2019,11994,18995000
FORD, Kuga,Manual,Gasoléo,2,2019,17522,19995000
FORD, Fiesta,Manual,Gasolina,1,2018,25257,11995000
FORD, Kuga,Manual,Gasolina,1.5,2017,20409,14795000
FORD, EcoSport,Manual,Gasolina,1,2017,13383,10795000
FORD, Fiesta,Manual,Gasolina,1.2,2017,21783,8295000
FORD, Mondeo,Manual,Gasoléo,2,2019,9754,12625000
FORD, Focus,Manual,Gasoléo,1.5,2018,33019,12995000
FORD, Focus,Manual,Gasolina,1,2017,12260,11795000
FORD, Fiesta,Manual,Gasolina,1.1,2018,15835,9495000
FORD, Fiesta,Manual,Gasolina,1.1,2018,4651,9995000
FORD, Fiesta,Manual,Gasoléo,1.5,2019,24022,13995000
FORD, Fiesta,Manual,Gasoléo,1.5,2018,13510,12995000
FORD, Fiesta,Manual,Gasolina,1,2018,10928,13195000
FORD, Kuga,Manual,Gasoléo,2,2017,28978,13995000
FORD, Focus,Manual,Gasolina,2,2018,12446,18495000
FORD, Focus,Semi-Auto,Gasoléo,1.5,2017,31648,11195000
FORD, Mondeo,Semi-Auto,Gasoléo,2,2019,3606,24195000
FORD, Focus,Manual,Gasolina,1,2019,5257,15595000
FORD, EcoSport,Manual,Gasolina,1,2018,10038,14695000
FORD, EcoSport,Semi-Auto,Gasolina,1,2018,14902,14995000
FORD, Focus,Manual,Gasolina,2.3,2019,5000,27975000
FORD, Fiesta,Manual,Gasolina,1.2,2014,53250,5960000
FORD, Grand C-MAX,Manual,Gasoléo,1.5,2017,27800,9990000
FORD, Fiesta,Manual,Gasolina,1,2017,20160,11975000
FORD, Focus,Manual,Gasoléo,2,2017,24550,17475000
FORD, Focus,Manual,Gasolina,1,2019,6200,18975000
FORD, Fiesta,Semi-Auto,Gasolina,1,2016,20761,9475000
FORD, Fiesta,Manual,Gasolina,1,2018,25940,9627000
FORD, Focus,Manual,Gasoléo,1.5,2015,66990,7810000
FORD, Fiesta,Manual,Gasolina,1,2017,11720,10000000
FORD, Fiesta,Manual,Gasolina,1.1,2019,6752,12475000
FORD, Ka+,Manual,Gasolina,1.2,2019,4500,10975000
FORD, Fiesta,Manual,Gasolina,1,2018,6405,13475000
FORD, Kuga,Automático,Gasolina,1.5,2016,24300,15975000
FORD, Focus,Automático,Gasoléo,1.5,2018,15751,15475000
FORD, Puma,Manual,Gasolina,1,2020,3000,22975000
FORD, Fiesta,Manual,Gasolina,1,2018,19280,11450000
FORD, Fiesta,Manual,Gasolina,1.2,2013,26793,5990000
FORD, C-MAX,Automático,Gasoléo,1.5,2016,22910,9077000
FORD, Fiesta,Manual,Gasoléo,1.6,2013,17490,7568000
FORD, Focus,Manual,Gasolina,1,2019,6065,16295000
FORD, Kuga,Manual,Gasoléo,2,2016,28419,10995000
FORD, Focus,Manual,Gasolina,1,2015,39394,8695000
FORD, Kuga,Manual,Gasoléo,1.5,2018,19211,16795000
FORD, Fiesta,Manual,Gasolina,1.1,2017,24195,8995000
FORD, Kuga,Manual,Gasoléo,1.5,2017,14565,15495000
FORD, Fiesta,Manual,Gasolina,1,2019,5903,15695000
FORD, Fiesta,Manual,Gasolina,1,2017,33105,9795000
FORD, Fiesta,Manual,Gasolina,1,2016,55132,7995000
FORD, Kuga,Manual,Gasolina,1.5,2018,22770,16995000
FORD, EcoSport,Manual,Gasolina,1,2018,9000,13225000
FORD, Fiesta,Manual,Gasolina,1,2016,42300,7000000
FORD, Fiesta,Manual,Gasolina,1,2019,12201,12000000
FORD, Fiesta,Manual,Gasolina,1,2018,25000,10900000
FORD, EcoSport,Manual,Gasoléo,1,2017,45126,14725000
FORD, Kuga,Manual,Gasoléo,2,2017,41600,12735000
FORD, Fiesta,Manual,Gasolina,1,2018,10573,12375000
FORD, S-MAX,Manual,Gasoléo,2,2016,29246,15800000
FORD, Fiesta,Manual,Gasolina,1,2016,16501,9700000
FORD, Fiesta,Manual,Gasolina,1,2019,4372,14500000
FORD, Kuga,Manual,Gasoléo,1.5,2018,12660,17995000
FORD, Focus,Manual,Gasolina,1,2018,22279,13495000
FORD, EcoSport,Manual,Gasolina,1,2019,18233,15295000
FORD, Fiesta,Manual,Gasolina,1,2018,8575,12795000
FORD, Fiesta,Manual,Gasolina,1.2,2014,9873,7995000
FORD, Focus,Manual,Gasolina,2,2017,11432,17995000
FORD, Focus,Manual,Gasolina,2,2017,21232,17295000
FORD, Kuga,Manual,Gasoléo,2,2017,40526,14995000
FORD, Focus,Manual,Gasolina,1,2017,21128,10895000
FORD, Fiesta,Manual,Gasolina,1.5,2018,16895,16895000
FORD, Focus,Manual,Gasolina,2,2017,25739,17495000
FORD, Focus,Manual,Gasolina,1,2020,6102,23995000
FORD, EcoSport,Manual,Gasolina,1,2017,12266,10995000
FORD, Fiesta,Manual,Gasolina,1,2017,25533,9495000
FORD, Fiesta,Manual,Gasolina,1,2018,16053,12995000
FORD, Focus,Manual,Gasolina,1,2017,25000,10795000
FORD, Focus,Manual,Gasolina,1,2019,18800,15695000
FORD, Fiesta,Manual,Gasolina,1,2016,22969,8495000
FORD, Focus,Manual,Gasolina,1,2018,19036,11995000
FORD, Fiesta,Manual,Gasoléo,1.5,2017,33691,9495000
FORD, Fiesta,Manual,Gasolina,1.1,2018,15202,9995000
FORD, Focus,Manual,Gasolina,1,2018,9321,14495000
FORD, Focus,Manual,Gasolina,1,2018,16246,11995000
FORD, Fiesta,Manual,Gasolina,1.2,2014,29840,7695000
FORD, Fiesta,Manual,Gasolina,1,2018,14087,11695000
FORD, Fiesta,Manual,Gasolina,1,2018,10419,12795000
FORD, Kuga,Manual,Gasoléo,2,2017,28056,14495000
FORD, Focus,Manual,Gasolina,1,2015,83467,6295000
FORD, Fiesta,Manual,Gasoléo,1.5,2013,70296,5295000
FORD, Focus,Manual,Gasolina,1,2019,9080,17495000
FORD, Focus,Manual,Gasoléo,1.5,2019,8720,16995000
FORD, Fiesta,Manual,Gasolina,1,2019,13491,16495000
FORD, Fiesta,Manual,Gasolina,1,2019,13576,12495000
FORD, Fiesta,Manual,Gasolina,1,2019,9867,15995000
FORD, Focus,Manual,Gasolina,1,2019,12700,16995000
FORD, EcoSport,Manual,Gasolina,1,2019,13342,17495000
FORD, Focus,Manual,Gasolina,1,2018,32176,10195000
FORD, Focus,Manual,Gasolina,1,2018,13518,13195000
FORD, Fiesta,Manual,Gasolina,1,2018,3105,11295000
FORD, EcoSport,Manual,Gasolina,1,2017,38307,11995000
FORD, Kuga,Manual,Gasoléo,2,2017,26789,16295000
FORD, Focus,Manual,Gasoléo,2,2017,39684,16995000
FORD, Fiesta,Manual,Gasolina,1,2018,20590,10595000
FORD, Kuga,Manual,Gasoléo,2,2017,41907,13595000
FORD, Kuga,Manual,Gasoléo,2,2017,25570,14795000
FORD, Fiesta,Manual,Gasolina,1.2,2016,27267,7995000
FORD, Fiesta,Manual,Gasolina,1.6,2014,69000,7995000
FORD, Kuga,Manual,Gasoléo,2,2018,16112,19795000
FORD, Focus,Manual,Gasoléo,2,2017,19948,15795000
FORD, S-MAX,Manual,Gasoléo,2,2019,5029,28995000
FORD, Fiesta,Manual,Gasolina,1,2019,7166,14995000
FORD, Focus,Manual,Gasolina,2.3,2019,9125,27995000
FORD, Ka+,Manual,Gasolina,1.2,2019,11891,9995000
FORD, Focus,Manual,Gasoléo,1.5,2019,20287,14100000
FORD, Fiesta,Manual,Gasolina,1.5,2019,7775,17500000
FORD, EcoSport,Manual,Gasolina,1,2019,3052,16500000
FORD, Kuga,Manual,Gasoléo,2,2016,25617,12800000
FORD, EcoSport,Manual,Gasolina,1.5,2015,33442,8000000
FORD, Focus,Manual,Gasolina,2,2018,21931,16900000
FORD, Ka+,Manual,Gasolina,1.2,2017,14635,7500000
FORD, Kuga,Manual,Gasoléo,2,2018,16134,15400000
FORD, Fiesta,Manual,Gasolina,1.6,2017,7951,13200000
FORD, B-MAX,Manual,Gasolina,1,2013,50000,6150000
FORD, Fiesta,Manual,Gasolina,1.1,2018,10247,9495000
FORD, Fiesta,Manual,Gasolina,1,2018,4430,13795000
FORD, Fiesta,Manual,Gasolina,1,2018,6812,11995000
FORD, Focus,Manual,Gasolina,1,2017,9616,11795000
FORD, Fiesta,Manual,Gasolina,1.2,2015,12734,8495000
FORD, Fiesta,Manual,Gasolina,1,2017,30324,9995000
FORD, Focus,Manual,Gasolina,1,2018,22406,13295000
FORD, Focus,Manual,Gasolina,1,2019,5452,15995000
FORD, Focus,Manual,Gasolina,1,2017,13764,11495000
FORD, Focus,Manual,Gasolina,1,2017,14716,10595000
FORD, Focus,Manual,Gasolina,2,2018,12589,18695000
FORD, Fiesta,Manual,Gasolina,1,2018,8923,14195000
FORD, Focus,Manual,Gasolina,1,2019,7471,17495000
FORD, Focus,Manual,Gasolina,1,2019,6370,17495000
FORD, Fiesta,Manual,Gasolina,1,2019,11363,14495000
FORD, Focus,Manual,Gasolina,1,2019,12987,14925000
FORD, Kuga,Manual,Gasoléo,1.5,2017,23332,13500000
FORD, Focus,Automático,Gasolina,1,2019,1858,17125000
FORD, EcoSport,Semi-Auto,Gasolina,1,2019,6797,15625000
FORD, Kuga,Manual,Gasoléo,2,2017,35972,14785000
FORD, Kuga,Semi-Auto,Gasoléo,2,2019,4601,23000000
FORD, Kuga,Manual,Gasoléo,2,2015,30010,11850000
FORD, Fiesta,Manual,Gasolina,1,2018,21512,9150000
FORD, Kuga,Semi-Auto,Gasoléo,2,2018,22327,20000000
FORD, Kuga,Automático,Gasolina,1.5,2019,2492,21600000
FORD, Focus,Manual,Gasolina,2,2018,6317,18995000
FORD, Ka+,Manual,Gasolina,1.2,2017,29349,7595000
FORD, Kuga,Manual,Gasoléo,2,2017,35966,16995000
FORD, Ka+,Manual,Gasolina,1.2,2018,17537,9295000
FORD, Kuga,Manual,Gasoléo,2,2018,24814,17295000
FORD, Kuga,Manual,Gasoléo,2,2018,20595,15495000
FORD, Focus,Manual,Gasolina,1,2017,24161,10795000
FORD, Fiesta,Manual,Gasolina,1.2,2015,17469,7995000
FORD, Focus,Manual,Gasolina,1,2018,7788,11695000
FORD, Focus,Manual,Gasolina,1,2017,32187,9995000
FORD, Focus,Manual,Gasolina,1,2018,21162,15495000
FORD, Focus,Manual,Gasolina,1,2018,23111,13495000
FORD, Ka+,Manual,Gasolina,1.2,2018,26004,8995000
FORD, Focus,Manual,Gasolina,1,2018,8734,12195000
FORD, Fiesta,Manual,Gasolina,1.2,2013,75340,4795000
FORD, Fiesta,Manual,Gasolina,1,2018,2359,10995000
FORD, Grand C-MAX,Semi-Auto,Gasoléo,1.5,2016,24335,10495000
FORD, Galaxy,Manual,Gasoléo,2,2018,32944,20495000
FORD, Focus,Manual,Gasolina,1,2018,17468,11495000
FORD, Fiesta,Manual,Gasolina,1.1,2017,16279,9995000
FORD, Fiesta,Manual,Gasolina,1,2018,15146,11495000
FORD, Focus,Manual,Gasolina,1,2018,26500,11795000
FORD, Ka+,Manual,Gasolina,1.2,2018,13561,8495000
FORD, Fiesta,Manual,Gasolina,1.2,2017,14200,8295000
FORD, Ka+,Manual,Gasolina,1.2,2018,11900,8995000
FORD, Ka+,Manual,Gasolina,1.2,2018,9043,9495000
FORD, Fiesta,Manual,Gasolina,1.1,2018,9281,9495000
FORD, Focus,Manual,Gasolina,1,2019,4710,18995000
FORD, Focus,Manual,Gasoléo,2,2019,13312,25995000
FORD, Fiesta,Manual,Gasolina,1,2017,54286,8595000
FORD, Fiesta,Manual,Gasolina,1,2019,4409,17995000
FORD, Focus,Manual,Gasolina,1,2019,14569,17995000
FORD, Fiesta,Manual,Gasolina,1,2019,3239,11995000
FORD, Fiesta,Manual,Gasolina,1,2019,9869,13495000
FORD, Kuga,Manual,Gasoléo,2,2017,11559,15295000
FORD, Kuga,Manual,Gasoléo,2,2019,6308,18695000
FORD, Edge,Semi-Auto,Gasoléo,2,2017,48791,19495000
FORD, Kuga,Manual,Gasolina,1.5,2019,2790,19995000
FORD, Fiesta,Manual,Gasolina,1,2018,8979,10995000
FORD, Fiesta,Manual,Gasolina,1,2018,21092,10495000
FORD, Focus,Manual,Gasolina,1,2018,21950,12995000
